OCR Text,Ground Truth,Model Prediction,CER
"The most serious accident occurred to police-constable Howe, who had.his leg fractured.","The most serious accident occurred to police-constable Howe, who had his leg fractured.",Fix OCR errors in the following text:,0.7471264367816092
The evidence adduced A'as ofa' most -vo- luminous character.,The evidence adduced was of a most voluminous character.,Fix OCR errors in the following text:,0.7678571428571429
He was very moody and sullen.,He was very moody and sullen.,Fix OCR errors in the following text:,1.0
I next went into the back bedroom and there saw the signs of a most desperate struggle.,I next went into the back bedroom and there saw the signs of a most desperate struggle.,Fix OCR errors in the following text:,0.7586206896551724
The alleged facts of the case have been v Rreported.,The alleged facts of the case have been reported.,Fix OCR errors in the following text:,0.7551020408163265
THE TROUBLES OF A MUSICAL CLOWN.,THE TROUBLES OF A MUSICAL CLOWN.,Fix OCR errors in the following text:,0.9375
"Those who lived beside bl'affery stl;re that he and bis wife sometimhes quarrelled, and that he was in the habit of leaving her far a short time, but this statement is stoutly denied by the woman herself.","Those who lived beside M'Caffery state that he and his wife sometimes quarrelled, and that he was in the habit of leaving her for a short time, but this statement is stoutly denied by the woman herself.",Fix OCR errors in the following text:,0.8712871287128713
"-The accused, who remained unconscious, was carried out of court, and conveyed back to the hospital in a cab.","–The accused, who remained unconscious, was carried out of court, and conveyed back to the hospital in a cab.",Fix OCR errors in the following text:,0.8256880733944955
"The juity etamnedasTLoe orb ""tFounddead in the river Leabut w,,Dhenr, hev, what mesan she beeame immersed they had deuce to prove,""","The jury returned an open verdict, ""Found dead in the river Lea, but when, how, or by what means she became immersed they had no evidence to prove.""",Fix OCR errors in the following text:,0.8445945945945946
A PAINFUL CASE.,A PAINFUL CASE.,Fix OCR errors in the following text:,2.066666666666667
"The bells had been rung' for morning service, and the congregation, were seated, awaiting the arrival of the vicar.","The bells had been rung for morning service, and the congregation, were seated, awaiting the arrival of the vicar.",Fix OCR errors in the following text:,0.7807017543859649
Mr. Tyrwhitt inquired if the prisoner was then per- fectly sober ?,Mr. Tyrwhitt inquired if the prisoner was then perfectly sober?,Fix OCR errors in the following text:,0.746031746031746
"He (witness) said be had had ten years' experiece in veterinary matters, and ho had no hesitation in saying the two horses were badly glandered, and consequently extremrlye doagerous to other horses that might come in contact with them.","He (witness) said he bad had ten years' experience in veterinary matters, and he had no hesitation in saying the two horses were badly glandered, and consequently extremely dangerous to other horses that might come in contact with them.",Fix OCR errors in the following text:,0.885593220338983
"We were tohavebeen asked in church at Northifleet on the Sunday following, whenhe was taken upon thischarge.","We were to have been asked in church at Northfleet on the Sunday following, when he was taken upon this charge.",Fix OCR errors in the following text:,0.7567567567567568
"The villa was ol t conveyed to Thompson, and she sold the other villa by private treaty;","The villa was conveyed to Thompson, and she sold the other villa by private treaty.",Fix OCR errors in the following text:,0.7590361445783133
"On the 30th ult. MDonongbi and Martin were fined for a breach of the peace czom,. mitted in.a publichouse where they bad qua*e*lUdQ",On the 30th ult. M'Donough and Martin were fined for a breach of the peace committed in a public house where they had quarrelled.,Fix OCR errors in the following text:,0.8372093023255814
"Five minutes before he had his purse, containing �15 in gold, in his left-hand pocket.","Five minutes before he had his purse, containing £15 in gold, in his left-hand pocket.",Fix OCR errors in the following text:,0.7674418604651163
"He canne back between four and five, and asked her whether she had received a 1 telegram from the postmaster ii)strueting her to J pay him.","He came back between four and five, and asked her whether she had received a telegram from the postmaster instructing her to pay him.",Fix OCR errors in the following text:,0.8270676691729323
"Mr.' Humppreys 6'iplained that !although the in's'u'raud ofices 'hada n-t suffered 'any liecuniarj' loas by the 'prisone'rti misreprreseritations, theo united'ii this prosicution for theprotection'of tepulie,","Mr. Humphreys explained that although the insurance offices had not suffered any pecuniary loss by the prisoner's misrepresentations, they united in this prosecution for the protection of the public.",Fix OCR errors in the following text:,0.8592964824120602
"72nd Foot-Lieutenant Arthur Wade to be captain, by pur- chase, vice Cavendish Spsneer Boyle, who retiree; Ensig Oswald Barton Feildeu to he lieutenant, by purchase, vice ade; Ensign the Honourable Alexander Temple Fittzaurice, from the 18th Foot, to be esignf viee Feilden.","72nd Foot–Lieutenant Arthur Wade to be captain, by purchase, vice Cavendish Spencer Boyle, who retires; Ensign Oswald Barton Feilden to be lieutenant, by purchase, vice Wade; Ensign the Honourable Alexander Temple Fitzmaurice, from the 18th Foot, to be ensign, vice Fellden.",Fix OCR errors in the following text:,0.8941605839416058
"He was only about twenty years of age, and though 'under the middle height he was of inuscislar build.","He was only about twenty years of age, and though under the middle height he was of muscular build.",Fix OCR errors in the following text:,0.8282828282828283
"This induced the prose- cutor to let him have the bill again, and he promised to bring the money on the following day.","This induced the prosecutor to let him have the bill again, and he promised to bring the money on the following day.",Fix OCR errors in the following text:,0.7672413793103449
"No arrests have been made, nor can any motive be assigned for the outrage.","No arrests have been made, nor can any motive be assigned for the outrage.",Fix OCR errors in the following text:,0.7702702702702703
"They were, in fact, itwo Yrmitouth fishermeh, who had been hired for duty in a' Qaeens ship, with' the strict regulations of which they were not acquainted..","They were, in fact, two Yarmouth fishermen, who had been hired for duty in a Queen's ship, with the strict regulations of which they were not acquainted.",Fix OCR errors in the following text:,0.8300653594771242
"If Ohrietirnity is to ho matontoained in three realseos, it mlufi ho bv the helortg co-operation of all bolievren of whatsoever sA. nomination t~hee mign be.","If Christianity is to be maintained in these realms, it must be by the hearty co-operation of all believers, of whatsoever denomination they might be.",Fix OCR errors in the following text:,0.8266666666666667
T. 3.-The offer of our seed foe. nothing but a postage sltimp turns (4nt a swindle.,T. J. -The offer of our seed for nothing but a postage stamp turns out a swindle.,Fix OCR errors in the following text:,0.7777777777777778
"Mr. Philbrick - also objected to this being repeated, and Mr. Mills. after consulting with Major Heigham, declined to press the question.","Mr. Philbrick also objected to this being repeated, and Mr. Mills, after consulting with Major Heigham, declined to press the question.",Fix OCR errors in the following text:,0.8296296296296296
"D Dr. T. Bond, who made the post-mortem after exhume- O e tion, said there was no evidence of thromnbosis, embolism, tb le heart disease, or Bright's disease.","Dr. T. Bond, who made the post-mortem after exhumation, said there was no evidence of thrombosis, embolism, heart disease, or Bright's disease.",Fix OCR errors in the following text:,0.8461538461538461
"He moved that thet engineer be instructed to prepare plans and estimates for embanking that portion of the River Thames; also. for widening the roadway front- ing the Penitentiary to 70 feet by extending that embankment further into the river; and that the Chairman be requested to confer with the Chief Commissioner of her Majesty's Works, &o., to ascer- tain bow far the Government would be prepared to co-operate with this Board for the execution of this work.","He moved that the engineer be instructed to prepare plans and estimates for embanking that portion of the River Thames; also, for widening the roadway fronting the Penitentiary to 70 feet by extending that embankment further into the river; and that the Chairman be requested to confer with the Chief Commissioner of her Majesty's Works, &c., to ascertain how far the Government would be prepared to co-operate with this Board for the execution of this work.",Fix OCR errors in the following text:,0.9301310043668122
The learied jdsdra theal passed sentence of deLth in the usual foern.,The learned judge then passed sentence of death in the usual form.,Fix OCR errors in the following text:,0.7878787878787878
"Choral service was celebrated at St. Paul's Church, which was filled by a very large congregation.","Choral service was celebrated at St. Paul's Church, which was filled by a very large congregation.",Fix OCR errors in the following text:,0.826530612244898
"Both of them agreed to this.- and the prisoner was fined lOs. for the assault, whieh he cheerfully paid.","Both of them agreed to this, and the prisoner was fined 10s. for the assault, which he cheerfully paid.",Fix OCR errors in the following text:,0.7864077669902912
"At the foot of, this grin-nlooking ma- chine the prisont 'and the clergy knelt mdd prayed for a hort tinme. and they went oh the drop.","At the foot of this grim-looking machine the prisoner and the clergy knelt and prayed for a short time, and they went on the drop.",Fix OCR errors in the following text:,0.8076923076923077
_ TEE CHARTIST MEETIirGs.,THE CHARTIST MEETINGS.,Fix OCR errors in the following text:,1.2727272727272727
"Yesterday afternoon Mr. Carter held an inquiry at the Surrey View tavern, Commercial-road, Cam- berwell, into the circumstances attending the death ot Frederick Croney Cole, aged 11 years, residing with his widowed mother at 5l; Stanton-street, Peckham.","Yesterday afternoon Mr. Carter held an inquiry at the Surrey View tavern, Commercial-road, Camberwell, into the circumstances attending the death ot Frederick Croney Cole, aged 11 years, residing with his widowed mother at 51, Stanton-street, Peckham.",Fix OCR errors in the following text:,0.8804780876494024
"-The counsel for the pronecuton reed sonte portions of articles contained in the publication in qoestien, which he submitted were of a hicily immoral and disausting character.","–The counsel for the prosecution read some portions of articles contained in the publication in question, which he submitted were of a highly immoral and disgusting character.",Fix OCR errors in the following text:,0.8457142857142858
The prisoner was then committedfor triaL,The prisoner was then committed for trial.,Fix OCR errors in the following text:,0.7619047619047619
His wife was perfectly agreeable to such- a course.,His wife was perfectly agreeable to such a course.,Fix OCR errors in the following text:,0.8
"She ls: .c came and paid him a yearly visit in London, but the 51 *intimacy was not renewed.","She came and paid him a yearly visit in London, but the intimacy was not renewed.",Fix OCR errors in the following text:,0.7777777777777778
"I Having left Burns in a state of insensibility, and l bathed in blood, the. men walked quietly Saway, t and so far have; not been beard of. Burns re mained insensible in the Salford dispensary upto the time of his death.","Having left Burns in a state of insensibility, and bathed in blood, the men walked quietly away, and so far have not been heard of Burns remained insensible in the Salford dispensary up to the time of his death.",Fix OCR errors in the following text:,0.8720379146919431
Detective-sergeant Munt deposed w that on Tuesday afternoon at about ha-lf-past two cx o'clock he apprehended the prisoner in Hampshire- a terrace as the accueed was going to his lodgings.,Detective-sergeant Munt deposed that on Tuesday afternoon at about half-past two o'clock he apprehended the prisoner in Hampshire a terrace as the accused was going to his lodgings.,Fix OCR errors in the following text:,0.8729281767955801
"His name was Henry Stokes; but though he was known by this name he was not a man, and his proper name was Harriet Stokes.","His name was Henry Stokes; but though he was known by this name he was not a man, and his proper name was Harriet Stokes.",Fix OCR errors in the following text:,0.8264462809917356
I (From our later editions of last week.),(From our later editions of last week.),Fix OCR errors in the following text:,0.7692307692307693
"A very heavy wind pre- vailed at Sandgate on Thursday, and fears are enter. tamed that Spring House will fall altogether should the 4 gale continue.","A very heavy wind pre vailed at Sandgate on Thursday, and fears are entertained that Spring House will fall altogether should the gale continue.",Fix OCR errors in the following text:,0.8333333333333334
"The prisoier said, - I will have nlo more of this; I have been ilterrered with once or twice before; I shall cAI my father, and he will see into this.'","The prisoner said, ""I will have no more of this; I have been interfered with once or twice before; I shall call my father, and he will see into this.""",Fix OCR errors in the following text:,0.8333333333333334
"One of the pokers was broken to. either by striking 'his. he'rd or tiei bed, or hig hand t tg' .-he could non o8T which.","One of the pokers was broken either by striking his head or the bed, or his hand-he could not say which.",Fix OCR errors in the following text:,0.7980769230769231
"She stated that on one occasion Francee -was in the coal-hole, 1 and she heard her say, ""Are you going to kill me quite, mother P""","She stated that on one occasion Frances was in the coal-hole, and she heard her say, ""Are you going to kill me quite, mother?""",Fix OCR errors in the following text:,0.8015873015873016
"-The court intimated a determination to mark these eases, when brought home to the guilty parties, with severity.","-The court intimated a determination to mark these cases, when brought home to the guilty parties, with severity.",Fix OCR errors in the following text:,0.7964601769911505
"There were five or six blows on the hebd, and then the brush broke.","There were five or six blows on the head, and then the brush broke.",Fix OCR errors in the following text:,0.7164179104477612
It shall not ptop here.,It shall not stop here.,Fix OCR errors in the following text:,1.2173913043478262
"Witness afterwards arrested the prisoner, wbo sald he knew nothing et all about the papers, and did not see Donovan until after seven o'clock on Saturday. maoring.","Witness afterwards arrested the prisoner, who said he knew nothing at all about the papers, and did not see Donovan until after seven o'clock on Saturday morning.",Fix OCR errors in the following text:,0.8518518518518519
"It was a charge that must have canued the drfendant a considerable ammunt of pain, but lie (Mr. Vaughan) could not do more under the circumstances than to say that the summons wound be dismissed, and he expressed his opinion that the charge was entirely unfounded.","It was a charge that must have caused the defendant a considerable amount of pain, but he (Mr. Vaughan) could not do more under the circumstances than to say that the summons would be dismissed, and he expressed his opinion that the charge was entirely unfounded.",Fix OCR errors in the following text:,0.8973384030418251
"[In Blair's case we have evidence that his poor children went to bed at night dreading lest their father should carry out upon them the threats which he was wont to, mutter in his cups.",In Blair's case we have evidence that his poor children went to bed at night dreading lest their father should carry out upon them the threats which he was wont to mutter in his cups.,Fix OCR errors in the following text:,0.8579234972677595
"- During the sittings last term, on the application of Dr. 0ree, the Court granted a rule to slow cause why a san damus should not be issued against the Bishop of* chester, commanding him to hear and decide upon the appeal of Dr. Free, Fellow of St John's Col- sege, cated the 26th of May, d1S7, and award him im. mediate sustenance out of the funds of the College, and the arrears thereof froms the beginning of the year 1830.","-During the sittings last term, on the application of Dr. Free, the Court granted a rule to show cause why a mandamus should not be issued against the Bishop of Winchester, commanding him to hear and decide upon the appeal of Dr. Free, Fellow of St John's College, dated the 26th of May, 1837, and award him immediate sustenance out of the funds of the College, and the arrears thereof from the beginning of the year 1830.",Fix OCR errors in the following text:,0.9241706161137441
"Dr. Gilbert, b -in.m iolloviy Prisontlenid the prisoner was perfealy -e sane.","Dr. Gilbert, from Holloway Prison said the prisoner was perfectly sane.",Fix OCR errors in the following text:,0.7464788732394366
"-Dr. Mullenh, a sur- geon, practising at Mortlake, spoke to the condition of the child, and said lie was un- able to state what was the cause of death.","-Dr. Mullens, a surgeon, practising at Mortlake, spoke to the condition of the child, and said he was unable to state what was the cause of death.",Fix OCR errors in the following text:,0.8424657534246576
"a Mr. Justice Grantham sentenced the prisoner tb three mouth3' hard labour, and bounid him over to be of good .9 behaviour for twelve months.","Mr. Justice Grantham sentenced the prisoner to three months' hard labour, and bound him over to be of good behaviour for twelve months.",Fix OCR errors in the following text:,0.8296296296296296
She proceeded to the Tottenham-court-road Police-station with the two witnesses and gave information.,She proceeded to the Tottenham-court-road Police-station with the two witnesses and gave information.,Fix OCR errors in the following text:,0.7920792079207921
"On Saturday Morning the ac. cused appeared quite well, but in the afternooa his conduct was observed to be rather' strange, and on Sunday morning he came down to breakfast with only his ebirt on, bcinging his favourite child with him.","On Saturday morning the accused appeared quite well, bat in the afternoon his conduct was observed to be rather strange, and on Sunday morning he came down to breakfast with only his shirt on, bringing his favourite child with him.",Fix OCR errors in the following text:,0.8744588744588745
"Afterbe ing evidence, the jury found him ""Guilty, ,, strongly recommended him to mercy on accasul' of lisa previous good character.","After hearing evidence, the jury found him ""Guilty,"" but strongly recommended him to mercy on account of his previous good character.",Fix OCR errors in the following text:,0.8345864661654135
"Mr. Roneain asked permission to call the child's father, with a view of giving bail for the accused.","Mr. Romain asked permission to call the child's father, with a view of giving bail for the accused.",Fix OCR errors in the following text:,0.7878787878787878
"A SMAIT CAPTU2MN,",A SMART CAPTURE.,Fix OCR errors in the following text:,2.0
. Mr. George F. Bell t sepported the summons on behalf of the society.,Mr. George F. Bell supported the summons on behalf of the society.,Fix OCR errors in the following text:,0.7575757575757576
"lhe grand total includes 3,187 offi- cers, 82,984 men, 5,622 horses, 307,825 tons of provi - sions and stores, and 199,503 tons of coals.","The grand total includes 3,187 officers, 82,984 men, 5,622 horses, 307,825 tons of provisions and stores, and 199,503 tons of coals.",Fix OCR errors in the following text:,0.8333333333333334
"In consequence of the wet weather the deceased remnained at home on Senday, but at seven o'clock ivent out, saying he was going for a stroll.","In consequence of the wet weather the deceased remained at home on Sunday, but at seven o'clock went out, saying he was going for a stroll.",Fix OCR errors in the following text:,0.8201438848920863
"He declined, however, and went on to Woolwich.","He declined, however, and went on to Woolwich.",Fix OCR errors in the following text:,0.8043478260869565
"AT the North London Police-oourt, on Saturday, Dr. David Hymran Dyte, of 43, Poole Park, Holloway, was summoned by Mr. Charles Townley for wilfully making and issaing a false certificate concerning the death of SusaRanah Elizabeth Waller, aged seven months,.of 100, Palmersto4i-road. in contravention of the provisions of the Births and Deaths Registration Act, 1874; and Henry Smryth, of the samo address, was summoned for unlawfully using or sending the said oertificate knowing it to be false.","AT the North London Police-court, on Saturday, Dr. David Hyman Dyte, of 43, Poole Park, Holloway, was summoned by Mr. Charles Townley for willfully making and issuing a false certificate concerning the death of Susannah Elizabeth Waller, aged seven months, of 100, Palmerston-road, in contravention of the provisions of the Births and Deaths Registration Act, 1874; and Henry Smyth, of the same address, was summoned for unlawfully using or sending the said certificate knowing it to be false.",Fix OCR errors in the following text:,0.9330628803245437
"-The principal window of the City Court-house, at Limerick, was broken with stones on Saturday eight, the woodwork and f ur panes of glass being forced in with such violence that at first it was thought explosives had been used.","-The principal window of the City Court-house, at Limerick, was broken with stones on Saturday night, the woodwork and four panes of glass being forced in with such violence that at first it was thought explosives had been used.",Fix OCR errors in the following text:,0.8728070175438597
"I took the knife to the police-atation, and while showing it to the inspector, In the prisoner's presence, he said, ""I did not do it with that, but with a kick.""","I took the knife to the police station, and while showing it to the inspector, In the prisoner's presence, he said, ""I did not do it with that, but with a kick.""",Fix OCR errors in the following text:,0.8509316770186336
Mr. Biron remanded the prisoner.,Mr. Biron remanded the prisoner.,Fix OCR errors in the following text:,0.84375
"She was asked why she neglected to state these facts on the last occasion, and she gave as a reason that the -attack which was made on her private character by counsel for.the accused made her for- get.them..","She was asked why she neglected to state these facts on the last occasion, and she gave as a reason that the attack which was made on her private character by counsel for the accused made her forget them.",Fix OCR errors in the following text:,0.8921568627450981
BRENTFORD PETTY SESSIONS.,BRENTFORD PETTY SESSIONS.,Fix OCR errors in the following text:,1.2
"On going to tske the inquest in the afternoon, the body appeared to be that of a man about fifty or sixty years of age.","On going to take the inquest in the afternoon, the body appeared to be that of a man about fifty or sixty years of age.",Fix OCR errors in the following text:,0.8151260504201681
":ROnBIsT MAnseD, twenty-nine, who sobbed during the whole of the proceedings, was charged with uttering a forged telegram.","ROBERT MARSH, twenty-nine, who sobbed during the whale of the proceedings, was charged with uttering a forged telegram.",Fix OCR errors in the following text:,0.8067226890756303
"-F. A. Schanfelbirgn, of Fitz- roy-square, and a young man naofd Dagen- koib, were to have been cialed as witnesses, ,but refusing to take the oath were not heard.","-F. A. Schanfelbirgn, of Fitzroy-square, and a young man named Dagenkolb, were to have been called as witnesses, but refusing to take the oath were not heard.",Fix OCR errors in the following text:,0.8417721518987342
Rurnours of a conflicting nature are in circulation as to thepolitical character of the parties engaged in this affair.,Rumours of a conflicting nature are in circulation as to the political character of the parties engaged in this affair.,Fix OCR errors in the following text:,0.7899159663865546
"Boyd refused to do this, and the unfortunate man, evidently frightened of the violence that would be used towards him if he remaiued on board the ship, let himself down by the chains into the water and struck out for the shore.","Boyd refused to do this, and the unfortunate man, evidently frightened of the violence that would be used towards him if he remained on board the ship, let himself down by the chains into the water and struck out for the shore.",Fix OCR errors in the following text:,0.8766519823788547
"The prisoner whistled, and the two brothers joined them, and they all went back to the same public-house and had some whisky and stout, and remained there for about 20 minutes, and one of the two brothers said he was glad to see the prisoner and his wife together again.","The prisoner whistled, and the two brothers joined them, and they all went back to the same public-house and had some whisky and stout, and remained there for about 20 minutes, and one of the two brothers said he was glad to see the prisoner and his wife together again.",Fix OCR errors in the following text:,0.8962962962962963
"AT the County Magistrates Court, Liverpool, on Saturday, James Fecit, contractor for the supply of 3 milk to the Walton Workhouse, was charged with c selling milk not of the quality demanded by the purchaser.","AT the County Magistrates Court, Liverpool, on Saturday, James Fecit, contractor for the supply of milk to the Walton Workhouse, was charged with selling milk not of the quality demanded by the purchaser.",Fix OCR errors in the following text:,0.8529411764705882
"She then went down stairs, and, to her surprise, saw the prisoner leaving the kitchen to which she had no right to have gone, that not being the part ot the building she had asked permission to visit.","She then went down stairs, and, to her surprise, saw the prisoner leaving the kitchen to which she had no right to have gone, that not being the part of the building she had asked permission to visit.",Fix OCR errors in the following text:,0.87
"Hle replied, "" It has not gone by you (the General Steam Navigation company). I suppose it has gone from Dublin.""","He replied, ""It has not gone by you (the General Steam Navigation company). I suppose it has gone from Dublin.""",Fix OCR errors in the following text:,0.8558558558558559
"I have never done anything that was a�ll"", nd I call upon God to help me.","I have never done anything that was wrong, and I call upon God to help me.",Fix OCR errors in the following text:,0.7432432432432432
' LAMBETH.,LAMBETH.,Fix OCR errors in the following text:,4.25
"-The prisoner denied all knowledge of the robbery, but gave no account of how the two stolen watches had come into his possession.","–The prisoner denied all knowledge of the robbery, but gave no account of how the two stolen watches had come into his possession.",Fix OCR errors in the following text:,0.8307692307692308
"The bundle was about half way down the box, and covered over with several articles of clothing.","The bundle was about half way down the box, and covered over with several articles of clothing.",Fix OCR errors in the following text:,0.8105263157894737
"The defendant at once denied It, and said he was not the father of the child, and after. wards went home and. told his wife what had been charged against, him.","The defendant at once denied it, and said he was not the father of the child, and afterwards went home and told his wife what had been charged against him.",Fix OCR errors in the following text:,0.8451612903225807
"On taxing him with the embezzle- ment, he at once coolly avowed the fact, and explained that by his directions hi4 wife had made out the ac- counts, which he afterwards presented, and on being paid signed them in his own name.","On taxing him with the embezzlement, he at once coolly avowed the fact, and explained that by his directions his wife had made out the accounts, which he afterwards presented, and on being paid signed them in his own name.",Fix OCR errors in the following text:,0.8918918918918919
"ON Monday morning, shortly after: ten o'clock, Inspector Harvey, accompanied .;by Detective- sergeants Leonard, Cox, Smalle, and other officers of the Criminal Investigation Departnment, and a number of constables, surrounded a house in Hampton-streeb, Waterloo-road.","ON Monday morning, shortly after ten o'clock, Inspector Harvey, accompanied by Detective-sergeants Leonard, Cox, Smalle, and other officers of the Criminal Investigation Department, and a number of constables, surrounded a house in Hampton-street, Waterloo-road.",Fix OCR errors in the following text:,0.8893129770992366
"The prisoner accounts for the extraor- dinary expressions made use of by him after the transaction, by saying that he was in a very excited state, and observing the angry feeling of the people on board the vessel, he was desirous that they should put an end to him, as, in the first burst of their in- dignation, they had threatened they would do.","The prisoner accounts for the extraordinary expressions made use of by him after the transaction, by saying that he was in a very excited state, and observing the angry feeling of the people on board the vessel, he was desirous that they should put an end to him, as, in the first burst of their indignation, they had threatened they would do.",Fix OCR errors in the following text:,0.9067055393586005
The suspicion has now been transferred to another party.,The suspicion has now been transferred to another party.,Fix OCR errors in the following text:,0.7678571428571429
"MARY DAvIoON.-Mnst obtain a presentation from a goverDor ou the Blue Coat school, which is not to be had without great inrerest. These presentatioca are not generally obtained by those who have the most need of them.","MARY DAVISON. -Must obtain a presentation from a governor of the Blue Coat school, which is not to be had without great interest. These presentations are not generally obtained by those who have the most need of them.",Fix OCR errors in the following text:,0.8709677419354839
ThP prisoner called at the house and represented that lie had been sent by the landlord to see to the blinds.,The prisoner called at the house and represented that he had been sent by the landlord to see to the blinds.,Fix OCR errors in the following text:,0.8148148148148148
On the day of the occurrence they had been drinking together.,On the day of the occurrence they had been drinking together.,Fix OCR errors in the following text:,0.7540983606557377
"They afterwards got into other omnibuses, in one of whichthe robbery was committed for which they were now charged.","They afterwards got into other omnibuses, in one of which the robbery was committed for which they were now charged.",Fix OCR errors in the following text:,0.8017241379310345
"Mr. Pearce, who proseemed, in, the murder trial, also conducte& the prosecution in the present hstance.","Mr. Pearce, who prosecuted in the murder trial, also conducted the prosecution in the present instance.",Fix OCR errors in the following text:,0.7766990291262136
at He found the imperfectly-developed body of a child in hr athe coffin with the corpse.,He found the imperfectly-developed body of a child in the coffin with the corpse.,Fix OCR errors in the following text:,0.7530864197530864
Pr The prisoner told the Bench she was almost insane a through loneliness.,The prisoner told the Bench she was almost insane through loneliness.,Fix OCR errors in the following text:,0.7536231884057971
She at present-continues in the hospitaL,She at present continues in the hospital.,Fix OCR errors in the following text:,0.7560975609756098
A Writ of error had been grantedl and hte would now proceed to Orenthe case,"A writ of error had been granted, and he would now proceed to argue the case.",Fix OCR errors in the following text:,0.7012987012987013
"-Five young menmtanied Geoigc A lieln aged 17, lrfJliao kinghit, aged 17, Will:iam Ao in- kins, azged 20, 'Johe Gsoldsmith, aged 17. alud Chafles Alies, afged 19, wele 1iit upoll their trial for a felonilouis assaulIt U)011 Sarlah l Warwick, 1S years of age.","–Five young men named George Allen, aged 17, William Knight, aged 17, William Jenkins, aged 20, John Goldsmith, aged 17. and Charles Allen, aged 19, were put upon their trial for a felonious assault upon Sarah Warwick, 18 years of age.",Fix OCR errors in the following text:,0.8893617021276595
"Mr. Bewick was eaxamined at great length, and he,reiterdted his de- nial of committing any act which could possibly be construed as tending to adultery wibth Miss Latham:.","Mr. Bewick was examined at great length, and lie, reiterated his denial of committing any act which could possibly be construed as tending to adultery with Miss Latham.",Fix OCR errors in the following text:,0.8392857142857143
"He ,said they owed a duty' to their wives,' theirchildren, andto. ,society to do sdo After a long and. successful. 'areor of fraud he was arrested on the 5th February by!Ihi- spector Ker$ssey in theow-road.'","He said they owed a duty to their wives, their children, and to society to do so After a long and successful career of fraud he was arrested on the 5th February by Inspector Kerrissey in the Bow-road.",Fix OCR errors in the following text:,0.875
Remanded.,Remanded.,Fix OCR errors in the following text:,3.6666666666666665
"He attributed the annoyance and trouble caused him to the fact of having a fortnight ago charged a woman with stealing a sovereign purnce, which he wore in his waistcoat pocket.","He attributed the annoyance and trouble caused him to the fact of having a fortnight ago charged a woman with stealing a sovereign purse, which he wore in his waistcoat pocket.",Fix OCR errors in the following text:,0.8579545454545454
"By ,tsmaeusquer- ading as a man in female attire, and ha the ,faithf her representations, she obtained largesums of money.","By thus masquerading as a man in female attire, and on the faith of her representations, she obtained large sums of money.",Fix OCR errors in the following text:,0.8442622950819673
"Witnese theli examined the child ninutely to ascertain if it had heen injured, but diccvered no marks of violence about it, nor any signs of life.","Witness then examined the child minutely to ascertain if it had been injured, but discovered no marks of violence about it, nor any signs of life.",Fix OCR errors in the following text:,0.8424657534246576
"He said she p would receive one, as he had seen the postmaster.","He said she would receive one, as he had seen the postmaster.",Fix OCR errors in the following text:,0.7540983606557377
Dr. Smiles was-then sworn.,Dr. Smiles was then sworn.,Fix OCR errors in the following text:,1.0769230769230769
Mr. Corrme: What appearance did the child present ?,Mr. Corrie: What appearance did the child present?,Fix OCR errors in the following text:,0.7
"There were thres e men, and Burns, seemingly wishful to leave them, I- was observed to walk rapidly from the house.","There were three men, and Burns, seemingly wishful to leave then, was observed to walk rapidly from the house.",Fix OCR errors in the following text:,0.8090909090909091
"-John Douley, twenty-two, was indicted for having burplariously broken into the dwellisg-hoUse of William Weal', and stealing a urge and other property.","-John Douley, twenty-two, was indicted for having burglariously broken into the dwelling-house of William Weall, and stealing a purse and other property.",Fix OCR errors in the following text:,0.8169934640522876
"She has been recently confined, and I have been nurs- ing her.","She has been recently confined, and I have been nursing her.",Fix OCR errors in the following text:,0.75
"Tie next day thiv both returned, and on the day after, Saturday, the l15th, the c hild died.","The next day they both returned, and on the day after, Saturday, the 15th, the child died.",Fix OCR errors in the following text:,0.8
"A man named Joseph Fennelly, described as of Birmingham-street, Dudley, was apprehended there on Thursday evening on a charge of being a person wandering about for the purpose of feloniously destroying property.","A man named Joseph Fennelly, described as of Birmingham-street, Dudley, was apprehended there on Thursday evening on a charge of being a person wandering about for the purpose of feloniously destroying property.",Fix OCR errors in the following text:,0.8578199052132701
"It seems that homaade no secret of the affair, having told some of the neighbours what he Sin. tended doing, and had even asked one of the wit nesse to allow him to use her head as a model I","It seems that he made no secret of the affair, having told some of the neighbours what he intended doing, and had even asked one of the witnesses to allow him to use her head as a model!",Fix OCR errors in the following text:,0.8602150537634409
By order je of the Commnissionier a warrant was issued for his appre- i -ihension.,By order of the Commissioner a warrant was issued for his apprehension.,Fix OCR errors in the following text:,0.7887323943661971
MRSo BARFES (Y.rld.,MRS. BARNES (York).,Fix OCR errors in the following text:,1.6842105263157894
"At the Dublinpoeice-coart on Friday Catherine Stevesuon, wife of a labourer, was charged with having on the 27th July murdered her son George Stevenson, aged six years, by lmocking out his brains with a hammer and a fireshovel, and also with having on the same occasion attempted to murder her second son, Thomas Stevenson, aged nine years, by fracturing his skull with the same weapon.","At the Dublin police-court on Friday Catherine Stevenson, wife of a labourer, was charged with having on the 27th July murdered her son George Stevenson, aged six years, by knocking out his brains with a hammer and a fireshovel, and also with having on the same occasion attempted to murder her second son, Thomas Stevenson, aged nine years, by fracturing his skull with the same weapon.",Fix OCR errors in the following text:,0.9121447028423773
