Sample ID,Date,Publication,OCR Text,Ground Truth,CER
3206199655,1852-02-08,Lloyd's Illustrated Newspaper,"This was an action (before the court on Tuesday) brought bv the plaintiff, a tailor, carrying on business at thewest-end, againstJohnBroome, of the Rising Sun, Air-street, Piccadilly, to recover the sum of 91. lOs","-This was an action (before the court on Tuesday) brought by the plaintiff, a tailor, carrying on business at the west-end, against John Broome, of the Rising Sun, Air-street, Piccadilly, to recover the sum of 9l. 10s.",0.0412844036697247
3206305372,1853-07-17,Lloyd's Illustrated Newspaper,"The lord iustice, general having summed up, the jury retired for twenty minutes, and returned with a verdict of "" Gailty,"" with a strongrecommendationtomercy.","The lord justice- general having summed up, the jury retired for twenty minutes, and returned with a verdict of ""Guilty,"" with a strong recommendation to mercy.",0.04375
3206211502,1861-06-30,Lloyd's Illustrated Newspaper,"- Clstss'kc lnSaholl, :a donkey-driveo, a rough-looking fellow, was clarged with assaulting two respectable young women, Mary Arney and Eady Oliver, undter the following circumstances :-Mary Arney, of 130, Tatchbrook-street, said that on Sunday last she hired some horses for herself and sister, on Hampsteadheath, for one hour, and after riling about o0n the heath they took another turn, when the prisoner came up, and said she must get off.","-Charles Marshall, a donkey-driver, a rough-looking fellow, was charged with assaulting two respectable young women, Mary Arney and Eady Oliver, under the following circumstances: --Mary Arney, of 136, Tatchbrook-street, said that on Sunday last she hired some horses for herself and sister, on Hampstead-heath, for one hour, and after riding about on the heath they took another turn, when the prisoner came up, and said she must get off.",0.0546697038724373
3206230154,1868-06-21,Lloyd's Illustrated Newspaper,"If the jury were of opinion that the defendants did not establish any one of those pleas, it would he. their duty to return a verdict for the plaintiff.","If the jury were of opinion that the defendants did not establish any one of those pleas, it would be their duty to return a verdict for the plaintiff.",0.0132450331125827
3206258781,1885-02-22,Lloyd's Illustrated Newspaper,I THE SIN OF CHRISTMAS BOXES.,THE SIN OF CHRISTMAS BOXES.,0.074074074074074
3206223311,1865-09-10,Lloyd's Illustrated Newspaper,"Since then the prisoner has attempted to commit suicide by throwing himself 'out of win. dow, and has suffered imprisonment for it.","Since then the prisoner has attempted to commit suicide by throwing himself out of window, and has suffered imprisonment for it.",0.0234375
3206232857,1869-08-15,Lloyd's Illustrated Newspaper,The vessel belonged to me.,The vessel belonged to me.,0.0
3206190914,1847-08-22,Lloyd's Illustrated Newspaper,Gu's HEOsrcsTAL.,GUY'S HOSPITAL.,0.5333333333333333
3206223311,1865-09-10,Lloyd's Illustrated Newspaper,Mr. Payne said that after what the prisoner had said he must be seen again by'the prison surgeon.,Mr. Payne said that after what the prisoner had said he must be seen again by the prison surgeon.,0.0103092783505154
3206201393,1852-10-31,Lloyd's Illustrated Newspaper,"He was in the act of putting his threat into execution, when the people rushed from the street and dragged witness and his assistant cut of the house, bat not before all their clothes weretorn into shreds.","He was in the act of putting his threat into execution, when the people rushed from the street and dragged witness and his assistant out of the house, but not before all their clothes were torn into shreds.",0.0145631067961165
3200810955,1892-11-05,Illustrated Police News,"Mr. Sheil remarked that it was a very proper letter to write, and not one to take offence at.","Mr. Sheil remarked that it was a very proper letter to write, and not one to take offence at.",0.0
3206206301,1859-09-04,Lloyd's Illustrated Newspaper,"The p=isoner here made a great noise; and said her ""dear husband could otherwise prove; the poor dear dead child she had always loved and looked after in the most affectionate manner.""","The prisoner here made a great noise; and said her ""dear husband could otherwise prove; the poor dear dead child she had always loved and looked after in the most affectionate manner.""",0.0054347826086956
3200810942,1892-10-29,Illustrated Police News,"-Charles Otten- C nan, forty, labourer, was also brought up to be dealt with I as an incorrigible.","-Charles Ottoman, forty, labourer, was also brought up to be dealt with as an incorrigible.",0.0989010989010989
3206222959,1865-07-23,Lloyd's Illustrated Newspaper,"'When before the magistrate the prisoner said he had left the womnau at the door of her house, had then gone to another public-house, and then to another house, where he remained all night, and did not return to barracks until .after six in the morning.","When before the magistrate the prisoner said he had left the woman at the door of her house, had then gone to another public-house, and then to another house, where he remained all night, and did not return to barracks until after six in the morning.",0.016
3206258241,1884-11-23,Lloyd's Illustrated Newspaper,"-The ins jured man said :-I live at No. 27, Franklin- street, Bromley-by-Bow.","–The injured man said: –I live at No. 27, Franklin-street, Bromley-by-Bow.",0.0945945945945946
3200811325,1893-02-25,Illustrated Police News,"P No,; he suggested thatE'ihoi4 d bring him b~efore' another gentleman.",No; he suggested that I should bring him before another gentleman.,0.1818181818181818
3206323884,1875-08-29,Lloyd's Illustrated Newspaper,"When hereturned, he and his son had sdme conversation.","When he returned, he and his son had some conversation.",0.0363636363636363
3200812234,1893-11-04,Illustrated Police News,"They went to St, John's Recreation Ground, where it was alleged the prisoner decoyed the little one away.","They went to St. John's Recreation Ground, where it was alleged the prisoner decoyed the little one away.",0.0095238095238095
3206240630,1872-11-24,Lloyd's Illustrated Newspaper,"The work had beenexteoisivelv advertised throughout the country, and it was stated that it had been disseminated by hundreds of thousands for the purpose of terrifying the weak-minded, and bringing them within the power: f the so called "" Doctor.""","The work had been extensively advertised throughout the country, and it was stated that it had been disseminated by hundreds of thousands for the purpose of terrifying the weak-minded, and bringing them within the power of the so-called ""Doctor.""",0.032520325203252
3200801629,1885-06-20,Illustrated Police News,"He got away down into the stokehole, but he 0 was followed by the prisoner and a number of other V miren.","He got away down into the stokehole, but he was followed by the prisoner and a number of other men.",0.0606060606060606
3206206772,1859-10-30,Lloyd's Illustrated Newspaper,"The belly was raw and bloody, and the animal was in a state of great suffering, the hair being singed off-","The belly was raw and bloody, and the animal was in a state of great suffering, the hair being singed off.",0.0094339622641509
3206277691,1891-09-27,Lloyd's Illustrated Newspaper,"The injured boy was ~at OnGCe plac~ed in a cab, and conveyed to the Royal Free hes- pital, Cray's'Inn-road, auid, on being exa- mined by Dr. Fergasson, it was found that he had received several severe wounds on the head and was suffering from concussion of the brain.","The injured boy was at once placed in a cab, and conveyed to the Royal Free hospital, Gray's Inn-road, and, on being examined by Dr. Fergusson, it was found that he had received several severe wounds on the head and was suffering from concussion of the brain.",0.0579150579150579
3200811975,1893-08-26,Illustrated Police News,"The prisoner was found guilty, and sentenced to four months' hard labour.","The prisoner was found guilty, and sentenced to four months' hard labour.",0.0
3206225570,1866-07-22,Lloyd's Illustrated Newspaper,She and defendant then got into con- versation and quarrelled.,She and defendant then got into conversation and quarrelled.,0.0333333333333333
3206325269,1876-04-02,Lloyd's Illustrated Newspaper,The body was smeared with blood and covered with hair.,The body was smeared with blood and covered with hair.,0.0
3206322590,1875-01-31,Lloyd's Illustrated Newspaper,-The prosecutrix said about 20 minutes past 12 the previousnight the prisoner came into her shop and began quarrelling with some men.,-The prosecutrix said about 20 minutes past 12 the previous night the prisoner came into her shop and began quarrelling with some men.,0.0074626865671641
3200810599,1892-07-23,Illustrated Police News,"t In this connection it may be of interest to E recall the fact that about two years ago Mid- v lothian was polled by circular on the dises- t tablishment question, just as Edinburgh was when it was proposed to give Mr. Parnell the freedom of the city.","In this connection it may be of interest to recall the fact that about two years ago Midlothian was polled by circular on the disestablishment question, just as Edinburgh was when it was proposed to give Mr. Parnell the freedom of the city.",0.05
3206197110,1851-01-12,Lloyd's Illustrated Newspaper,"On Tuesday night sn inquiry was taken by Mr. Bedfazd, as to the cause of the unfortunate gentle. man's dcath.","On Tuesday night an inquiry was taken by Mr. Bedford, as to the cause of the unfortunate gentleman's death.",0.0560747663551401
3206236642,1871-03-26,Lloyd's Illustrated Newspaper,"He confessedhe thonghtthemcase very weak, andhedidnot think it was one upon whicha jury wouid give-a conviefion","He confessed he thought the case very weak, and he did not think it was one upon which a jury would give a conviction.",0.1101694915254237
3206309556,1855-02-18,Lloyd's Illustrated Newspaper,"An estimate, separated from the navy estimates (of which an abstract is given above), but prepared by the naval department, states tile total amount required for the transport service of the year 1855-66 to be 5,071,0321., and for the expense of prisoners of war, 100,0001., making together, with a sum of 10,4331. for superintendence, a grand total amount of 5,181,4651.","An estimate, separated from the navy estimates (of which an abstract is given above), but prepared by the naval department, states the total amount required for the transport service of the year 1855-56 to be 5,071,032l., and for the expense of prisoners of war, 100,000l., making together, with a sum of 10,433l. for superintendence, a grand total amount of 5,181,465l.",0.0189189189189189
3206190290,1847-04-18,Lloyd's Illustrated Newspaper,"All this time she was kneeling by th box, and e itreating witness not to mesention it, and she would dispose of it, believing it to be dead.","All this time she was kneeling by the box, and entreating witness not to mention it, and she would dispose of it, believing it to be dead.",0.036231884057971
3206234065,1870-02-06,Lloyd's Illustrated Newspaper,"AN OUTRAG 9U8OA,,",AN OUTRAGEOUS CASE.,0.4210526315789473
3200807900,1889-06-29,Illustrated Police News,Defendant: I have no money.,Defendant: I have no money.,0.0
3206206535,1859-10-02,Lloyd's Illustrated Newspaper,"The jury reassembled on Wednesday morning, and proceeded to hear evidence relative to this extraordi. nary, painful, and delicate case.","The jury re-assembled on Wednesday morning, and proceeded to hear evidence relative to this extraordinary, painful, and delicate case.",0.0223880597014925
3200811325,1893-02-25,Illustrated Police News,Yes; when he was living in Belfast.,Yes; when he was living in Belfast.,0.0
3206206317,1859-09-04,Lloyd's Illustrated Newspaper,"It appears that an elderly gentleman, of the name of Pownall, a retired physician and a native of Wroughton,, Wilts, has been residing with Mr. Leete, surgeon, of Lydney, for the last three weeks.","It appears that an elderly gentleman, of the name of Pownall, a retired physician and a native of Wroughton, Wilts, has been residing with Mr. Leete, surgeon, of Lydney, for the last three weeks.",0.0051282051282051
3206234065,1870-02-06,Lloyd's Illustrated Newspaper,"In October last, while the plaintiff was absent, his premises were entered and the whole of his goods carried away in two or three vans.","In October last, while the plaintiff was absent, his premises were entered and the whole of his goods carried away in two or three vans.",0.0
3206237078,1871-06-11,Lloyd's Illustrated Newspaper,"-The Rlecorder said tbh course was rather 'novel, but he would allow the prisoner to go on his owvn recognisates ninti! Thursday, and he iould in the seanttime consult with the learned judges.'","-The Recorder said the course was rather novel, but he would allow the prisoner to go on his own recognisances until Thursday, and he would in the meantime consult with the learned judges.",0.0744680851063829
3200811564,1893-04-29,Illustrated Police News,"Since the arrest of the prisoner on the ;yle afternoon of the 8th inst., the girl has been very ill are in the hospital, and unable to give evidence.","Since the arrest of the prisoner on the afternoon of the 8th inst., the girl has been very ill in the hospital, and unable to give evidence.",0.0642857142857142
3206269255,1889-05-19,Lloyd's Illustrated Newspaper,TO DARKEN GREY EAIB,TO DARKEN GREY HAIR.,0.15
3200809850,1890-11-29,Illustrated Police News,"'C O()f :'thioA&'se'tthreq are charges of murder and two of 01 maislartghP; in addition to which there are several R1 charges';'er.,*ttempling to murder, while there are T. twelv~e.p''isonters charged with robbery with violence.","Of those three are charges of murder and two of manslaughter; in addition to which there are several charges or attempting to murder, while there are twelve prisoners charged with robbery with violence.",0.2079207920792079
3200810128,1892-02-20,Illustrated Police News,Witness followed and overtook him.,Witness followed and overtook him.,0.0
3206206301,1859-09-04,Lloyd's Illustrated Newspaper,"The prisoner was a very dissipated woman, and left her children for weeks to look after themselves.","The prisoner was a very dissipated woman, and left her children for weeks to look after themselves.",0.0
3207166294,1834-12-08,Morning Chronicle,"INFOttoLM l),FEAT 1).",INFORMER DEFEATED.,0.6111111111111112
3206210019,1860-12-23,Lloyd's Illustrated Newspaper,"The prisonerwas too old to be sent toare- formatory, Snd thcy felt that under all the lchoon stsnces. considering his age and character, they cGuId orsnistently with their public duty refrain from pass. ing a Eentence of penal servitude.","The prisoner was too old to be sent to a reformatory, and they felt that under all the circumstances, considering his age and character, they could consistently with their public duty refrain from passing a sentence of penal servitude.",0.0978723404255319
3206244438,1879-05-18,Lloyd's Illustrated Newspaper,"On the night of the 2nd of Marellch Stoe pose. cutrix was awakened by a noise, and'on partially dressed, into the girl s room, she fouroli prisoner attempting to take liberties with the tlitle girl.","On the night of the 2nd of March, the prosecutrix was awakened by a noise, and ongoing, partially dressed, into the girl's room, she found the prisoner attempting to take liberties with the little girl.",0.1237623762376237
3200810599,1892-07-23,Illustrated Police News,"This is a, plJfqrp4taking a new thoroughfare, sixty I tseF~v-*- from the Tower-bridge to the Old Kent-road, sweeping through densely- populated B-mondsey.","This is a plan for taking a new thoroughfare, sixty feet wide, from the Tower-bridge to the Old Kent-road, sweeping through densely- populated Bermondsey.",0.1298701298701298
3206225742,1866-08-19,Lloyd's Illustrated Newspaper,He put his hand over her mouth to prevent her screamingandsthe bit a niece-of flesh oit of one of his fingers.,He put his hand over her mouth to prevent her screaming and she bit a piece of flesh out of one of his fingers.,0.054054054054054
3200797032,1882-05-27,Illustrated Police News,"AT the Thames police-eourt, Charles Mawzi was charged with wilfully and maliciously setting fire to the house, 2 Caroline-9treet, Commercial-road East.","AT the Thames police-court, Charles Mawzi was charged with willfully and maliciously setting fire to the house, 2 Caroline-street, Commercial-road East.",0.0197368421052631
3206261140,1886-01-31,Lloyd's Illustrated Newspaper,"They had only proceeded along the street a short distance when a crowd of roughs sur- rounded them, and Toy (the chairman of the concert) suade a blow at him.","They had only proceeded along the street a short distance when a crowd of roughs surrounded them, and Toy (the chairman of the concert) made a blow at him.",0.0258064516129032
3206222380,1865-04-30,Lloyd's Illustrated Newspaper,",, NG CASE OF CHILD MMDER.",STRANGE CASE OF CHILD MURDER.,0.2413793103448276
3206245847,1879-11-30,Lloyd's Illustrated Newspaper,IILLING A Boy WITH A BRICKBAT.,KILLING A BOY WITH A BRICKBAT.,0.1
3206223311,1865-09-10,Lloyd's Illustrated Newspaper,"He said that he had examined 'the prisoner, and he had been under his notice for some tiste past.","He said that he had examined the prisoner, and he had been under his notice for some time past.",0.031578947368421
3200810276,1892-04-09,Illustrated Police News,She also said that she had been out that evening to Sloane-square.,She also said that she had been out that evening to Sloane-square.,0.0
3200811555,1893-04-29,Illustrated Police News,"The wife said, "" Vo0 have been drikingk I 0 id aoid prisoner then picked up a poker and struck his wife ci ae with it.","The wife said, ""Yon have been drinking,"" and prisoner then picked up a poker and struck his wife with it.",0.1904761904761904
3206201393,1852-10-31,Lloyd's Illustrated Newspaper,"Then seizing one of the dissecting knives, he drove witness against the wall, and drawing the knife across his throat, exclaimed, "" Now, I'll nmurder you and your assistant, and then I'll cut my own throat.""","Then seizing one of the dissecting knives, he drove witness against the wall, and drawing the knife across his throat, exclaimed, ""Now, I'll murder you and your assistant, and then I'll cut my own throat.""",0.0097560975609756
3206270362,1889-10-20,Lloyd's Illustrated Newspaper,"She was committed for trial at the Shropshute assizes, an application for bail being refused.","–She was committed for trial at the Shropshire assizes, an application for bail being refused.",0.0319148936170212
3205295658,1839-01-27,Charter,"The deceased fell heavily, and having got up, proceeded a short distance, when her bonnet camie off.","The deceased fell heavily, and having got up, proceeded a short distance, when her bonnet came off.",0.0101010101010101
3206329007,1877-10-07,Lloyd's Illustrated Newspaper,"The police were called, and the prisoners were given into custody.","The police were called, and the prisoners were given into custody.",0.0
3206222208,1865-04-09,Lloyd's Illustrated Newspaper,"No doubt it must have appeared to the 'constable coming -in at the last minute, that they were fighting together; uht fromste evidenceN of the bucoindwitness it was clear that theinan suffered 'grtit provocation without retaliAtion.","No doubt it must have appeared to the constable, coming in at the last minute, that they were fighting together; but from the evidence of the second witness it was clear that the man suffered great provocation without retaliation.",0.0782608695652174
3206260965,1886-01-03,Lloyd's Illustrated Newspaper,"In the evening they left a public-house, and whilst in the St. George's-road the prisoner said, "" I have got a knife.""","In the evening they left a public-house, and whilst in the St. George's-road the prisoner said, ""I have got a knife.""",0.0085470085470085
3200813820,1894-12-15,Illustrated Police News,"-'t Lceds Assizes,- on Thursday, Edwin:T. Bnarhrfifty, .a Leeds . Solicitor,. who.pleaded guilty .t. .embezzling: money helongiig to clients,was sentenced to three years' penal sorvitude.","-At Leeds Assizes, on Thursday, Edwin T. Barker, fifty, a Leeds solicitor, who pleaded guilty to embezzling money belonging to clients, was sentenced to three years' penal servitude.",0.1263736263736263
3200812171,1893-10-21,Illustrated Police News,"For 'a moment or two he, faced the approaching train, and then calmly knelt down and placed his neck on the off rail.","For a moment or two he faced the approaching train, and then calmly knelt down and placed his neck on the off rail.",0.017391304347826
3206325269,1876-04-02,Lloyd's Illustrated Newspaper,-A Juror expressed his belief that the papers had been bought at some shop on the way to Brooklionse.,-A Juror expressed his belief that the papers had been bought at some shop on the way to Brookhouse.,0.03
3200797034,1882-05-27,Illustrated Police News,"Davis was apparently courting Williams, and a servant named Smith, aged: twenty- three, used to visit the house on tlo evenings in the iveek, and keep company with Everett.","Davis was apparently courting Williams, and a servant named Smith, aged twenty-three used to visit the house on two evenings in the week, and keep company with Everett.",0.0357142857142857
3206192201,1848-06-11,Lloyd's Illustrated Newspaper,"It appeared on the trial -that the opera was first published at Milan, on the l9thof February, 1831, where Bellini, the composer, entered into an agreement with Sig. Ricordi, a musical publisher, selling to him the copyright in some of the airs.","It appeared on the trial that the opera was first published at Milan, on the 19th of February, 1831, where Bellini, the composer, entered into an agreement with Sig. Ricordi, a musical publisher, selling to him the copyright in some of the airs.",0.0122448979591836
3200812242,1893-11-04,Illustrated Police News,XMDD}!RGOUS ATTACK ON A DaneRM.,MURDEROUS ATTACK ON A FATHER.,0.4137931034482758
3206222914,1865-07-16,Lloyd's Illustrated Newspaper,"He then went into a pie shop in Redcross-street, and after that was about to enter his house when the con- stable took him into custody.","He then went into a pie shop in Redcross-street, and after that was about to enter his house when the constable took him into custody.",0.0149253731343283
3206240001,1872-09-01,Lloyd's Illustrated Newspaper,"-Mr. Henry Canny, an artist, residing at 97, Devonshire-road, Holloway, stated that the deceased was his lather.","–Mr. Henry Canny, an artist, residing at 97, Devonshire-road, Holloway, stated that the deceased was his father.",0.0178571428571428
3206196525,1850-10-20,Lloyd's Illustrated Newspaper,"I told them again I would not discharge them, and Edwards said he was discharged' by me; and when told by Mrk.Jones, the miaser's assistant, that I had done nothing of the hindi he said the assistant was a - liar.","I told them again I would not discharge them, and Edwards said he was discharged by me; and when told by Mr. Jones, the master's assistant, that I had done nothing of the kind, he said the assistant was a - liar.",0.0330188679245283
3206245353,1879-09-28,Lloyd's Illustrated Newspaper,"On Christmas-day she saw the pri- soner at her aunt's house, and she was called into the drawing-loom, and was asked by her father whether she wished to marry the prisoneror whe- ther she would go back to India with her parents.","On Christmas-day she saw the prisoner at her aunt's house, and she was called into the drawing-room, and was asked by her father whether she wished to marry the prisoner or whether she would go back to India with her parents.",0.0266666666666666
3200810876,1892-10-15,Illustrated Police News,"In consequence of the wet weather the deceased remnained at home on Senday, but at seven o'clock ivent out, saying he was going for a stroll.","In consequence of the wet weather the deceased remained at home on Sunday, but at seven o'clock went out, saying he was going for a stroll.",0.0287769784172661
3200813277,1894-08-04,Illustrated Police News,Burton was deank when arrested.,Burton was drunk when arrested.,0.064516129032258
3206192201,1848-06-11,Lloyd's Illustrated Newspaper,"The defendant subsequently published some of the airs, and plaintiff brought the action in question against him for the alleged piracy, and obtained a verdict.","The defendant subsequently published some of the airs, and plaintiff brought the action in question against him for the alleged piracy, and obtained a verdict.",0.0
3205317819,1844-07-28,Lloyd's Illustrated Newspaper,"-Verdict, "" Adeidental death.""","-Verdict, ""Accidental death.""",0.1034482758620689
3206310339,1855-05-27,Lloyd's Illustrated Newspaper,"Z. (Stoi ermist).-Lfme water is the only thing that will kill' the 2rub andnot darsaaa the plant. Aurietdla seed is generally half a crowns kr five obhielimg a pauket, but Le quality is3 Ueretain.,","K. (Stow market). -Lime water is the only thing that will kill the rub and not damage the plant, Auricular seed is generally half a crown or five shillings a packet, but the quality is uncertain.",0.1897435897435897
3206269989,1889-09-01,Lloyd's Illustrated Newspaper,"Rome railways were specially flat, being affected by the continuance of the dock strike, and Brighton Deferred.","Home railways were especially flat, being affected by the continuance of the dock strike, and Brighton Deferred.",0.0178571428571428
3206201386,1852-10-31,Lloyd's Illustrated Newspaper,"ENlOLATD'S GLORe IFUStCULi-X. Y Z -The plant at the Surrey Garde"" had ben useamged is travelling, otides arrivieg too late.","ENGLAND'S GLORY FUSCHIA –X. Y Z –The plant at the Surrey Gardens had been damaged in travelling, besides arriving too late.",0.1951219512195122
3200812176,1893-10-21,Illustrated Police News,TIE2 SENSATIONAL CHILD KD1E R Ago-,THE SENSATIONAL CHILD MURDER CASE.,0.3235294117647059
3206222914,1865-07-16,Lloyd's Illustrated Newspaper,"Witness accompanied him up the court, and when they got to the top, lhe saw the prisoner in a door- way out of breath, and perspiration pouring from his face.","Witness accompanied him up the court, and when they got to the top, he saw the prisoner in a doorway out of breath, and perspiration pouring from his face.",0.0193548387096774
3200807900,1889-06-29,Illustrated Police News,"I the Sheriff's Court for the County of London, last Thi- week, the case of Mary BlMver Bennett (a married suhd woman, suing in respect of a separate estate) v. James resu Beneys-it being an action for slander-came on for beer assessment of damages, Before Mr. Under-Sheriff Kin Burchell and a jury.","I the Sheriff's Court for the County of London, last week, the case of Mary Blaver Bennett (a married woman, suing in respect of a separate estate) v. James Beneys-it being an action for slander-came on for assessment of damages, Before Mr. Under-Sheriff Burchell and a jury.",0.0909090909090909
3206321492,1874-08-09,Lloyd's Illustrated Newspaper,"Circumstances came'to light which implicated prisoner as the mur-i derer, and he was apprehended.","Circumstances came to light which implicated prisoner as the murderer, and he was apprehended.",0.0425531914893617
3206225730,1866-08-19,Lloyd's Illustrated Newspaper,He then told the prisoners he should take them into custody for receiving stolen goods.,He then told the prisoners he should take them into custody for receiving stolen goods.,0.0
3207644658,1835-05-09,Morning Chronicle,"Throughout the county the walls wete marked with No Russell, "" Nto Popery,"" and slmilaf epithets; and bills, charging Lord John with almost everytbing that is evil, were extensively circulated.","Throughout the county the walls were marked with ""No Russell,"" ""No Popery,"" and similar epithets; and bills, charging Lord John with almost everything that is evil, were extensively circulated.",0.0414507772020725
3206261004,1886-01-10,Lloyd's Illustrated Newspaper,"A mannamed Joseph Taylor, a coppersmith, noticing a dog scratching in the place, removed some of the sand, and found the box containing the body, which was wrapped in cotton wool, and covered with white calico, and further wrapped in a newspaper.","A man named Joseph Taylor, a coppersmith, noticing a dog scratching in the place, removed some of the sand, and found the box containing the body, which was wrapped in cotton wool, and covered with white calico, and further wrapped in a newspaper.",0.0040485829959514
3206201313,1852-10-17,Lloyd's Illustrated Newspaper,"e The police instantly adopted proceedings to arrest the suspected murderer, and they found him at a house near the quay.","The police instantly adopted proceedings to arrest the suspected murderer, and they found him at a house near the quay.",0.0168067226890756
3206222235,1865-04-09,Lloyd's Illustrated Newspaper,"On Saturday evening, the 2th of March, che prisoner, who had been out on his stepfather's 2usiness, came home very 'wet.","On Saturday evening, the 25th of March, the prisoner, who had been out on his stepfather's business, came home very wet.",0.0333333333333333
3206236342,1871-02-12,Lloyd's Illustrated Newspaper,"On the 30th ult. MDonongbi and Martin were fined for a breach of the peace czom,. mitted in.a publichouse where they bad qua*e*lUdQ",On the 30th ult. M'Donough and Martin were fined for a breach of the peace committed in a public house where they had quarrelled.,0.1240310077519379
3206226941,1867-02-17,Lloyd's Illustrated Newspaper,Ze. had not heard the case.,He had not heard the case.,0.0769230769230769
3200810696,1892-08-20,Illustrated Police News,"---- - --- -~ ~ r 1 - ._ I....l 1r... A POWERlFULTX-BUMLT MAn, named Thomas Hard, a commission agent, who refused his address, was charged, at Marylabone Police-coart, on Saturday, with being concerned, with others, in obtaining 10s.! by means of a trick from Frank Blies, a medical student, of 29, Paddington-green.","A POWERFULLY-BUILT man, named Thomas Hurd, a commission agent, who refused his address, was charged, at Marylebone Police-court, on Saturday, with being concerned, with others, in obtaining 10s, by means of a trick from Frank Bliss, a medical student, of 29, Paddington-green.",0.181159420289855
3200813282,1894-08-04,Illustrated Police News,Pr The prisoner told the Bench she was almost insane a through loneliness.,The prisoner told the Bench she was almost insane through loneliness.,0.072463768115942
3200807900,1889-06-29,Illustrated Police News,The law must pers take its course.,The law must take its course.,0.1724137931034483
3206257721,1884-08-31,Lloyd's Illustrated Newspaper,"This the prisoner, however ""slipped."" but to his dismay Daltoe made use of this by putting it round his (prisoner's) neck and so holdins him until further assistance arrived.","This the prisoner, however, ""slipped."" but to his dismay Dalton made use of this by putting it round his (prisoner's) neck and so holding him until further assistance arrived.",0.0171428571428571
3200812374,1893-12-16,Illustrated Police News,"Spedc. ree mens of Lieutenant Hambrough's writing were put, to- i but nothing farther of a sensational nature Sr- occurred during the hearing ofthe caee.","Specimens of Lieutenant Hambrough's writing were put, in, but nothing further of a sensational nature occurred during the hearing of the case.",0.1338028169014084
3206211949,1861-08-25,Lloyd's Illustrated Newspaper,"The deceased became silent and insensible, and that night, when he was seen by soule of the crew, it was noticed that his head and shoulders were covered with bruises and discolourations.","The deceased became silent and insensible, and that night, when he was seen by some of the crew, it was noticed that his head and shoulders were covered with bruises and discolorations.",0.0162162162162162
3206305008,1853-05-22,Lloyd's Illustrated Newspaper,All will easily find a reason referring~ to themselves.,All will easily find a reason referring to themselves.,0.0185185185185185
3206200618,1852-07-04,Lloyd's Illustrated Newspaper,LATEST FOREIGN NEWS.,LATEST FOREIGN NEWS.,0.0
3206252931,1882-08-13,Lloyd's Illustrated Newspaper,"-At the Liverpool assizes on Friday the Rev. PariLk PI' it. FF c W kde, a Roman Catholic priest of Darlington, was tried for having committed a rape on Charlotte Henderson, five years of age. at Prince's-park, Liverpool, on the 20th of last month.","-At the Liverpool assizes on Friday the Rev. Patrick Pacificus Wade, a Roman Catholic priest of Darlington, was tried for having committed a rape on Charlotte Henderson, five years of age, at Prince's-park, Liverpool, on the 20th of last month.",0.0614754098360655
3206304562,1853-03-20,Lloyd's Illustrated Newspaper,"""7 . It is one among many of the fiscal errors eommitted when the true principles of taxation were comparatively unknown. It involves the same principle by. which the lowest-priced Bohea is taxed at the same rate as the highest-priced Pekoe or Souchong-og which the miserable shirt-maker is made to pay a duty of about 300 per cent. on the original value of the article which she consumes, wehile the rich pay about eighty per cent. only.","""7. It is one among many of the fiscal errors committed when the true principles of taxation were comparatively unknown. It involves the same principle by which the lowest-priced Bohea is taxed at the same rate as the highest-priced Pekoe or Souchong-on which the miserable shirt-maker is made to pay a duty of about 300 per cent. on the original value of the article which she consumes, while the rich pay about eighty per cent. only.",0.0114942528735632
3206211254,1861-05-26,Lloyd's Illustrated Newspaper,Mr. Goodman (chief lerk) asked the defendant if he vient to the emigration officer of the port ?,Mr. Goodman (chief clerk) asked the defendant if he went to the emigration officer of the port?,0.0421052631578947
3206235678,1870-10-30,Lloyd's Illustrated Newspaper,"-Fir. Metcalfe applied to have the costs of the defence allowed, and the Recorder granted the application.","-Mr. Metcalfe applied to have the costs of the defence allowed, and the Recorder granted the application.",0.019047619047619
3206257161,1884-06-08,Lloyd's Illustrated Newspaper,"-M~r, Deriner remanded the prisoner.",–Mr. Dermer remanded the prisoner.,0.1470588235294117
3200803389,1886-08-21,Illustrated Police News,THE HIRE SYSTEM.,THE HIRE SYSTEM.,0.0
3206261127,1886-01-31,Lloyd's Illustrated Newspaper,"- hTe Rev. Arthur Jephson said that there was a great desire amsong, the ratcpayers that there should be souse means by which the4 could see the accounts and expenditure 6f the Board.",The Rev. Arthur Jephson said that there was a great desire among the ratepayers that there should be some means by which they could see the accounts and expenditure of the Board.,0.0561797752808988
3206227140,1867-03-17,Lloyd's Illustrated Newspaper,"Eves' since his liberation from prison he has frequentl] threatened her life; and on Thursday evening be (the accused) entered his sister's house, an elderly woman being also present with the poor unfortunate victim .","Ever since his liberation from prison he has frequently threatened her life; and on Thursday evening he (the accused) entered his sister's house, an elderly woman being also present with the poor unfortunate victim.",0.0232558139534883
3200811328,1893-02-25,Illustrated Police News,"Crosa2:cxamined: When witness lived at llS, Stamford-street, shle let lodgings to ladies.","Cross examined: When witness lived at 118, Stamford-street, she let lodgings to ladies.",0.0919540229885057
3206223338,1865-09-10,Lloyd's Illustrated Newspaper,"She returned home about twenty- minutes past one, and went up to her, room, where she found him lying on the floor with the rifle across his legs.","She returned home about twenty minutes past one, and went up to her room, where she found him lying on the floor with the rifle across his legs.",0.0138888888888888
