OCR Text,Ground Truth,Model Prediction,CER,WER
"1ie nlso wrote to pris(o)rerr 9, wit sent a telegram, "" Letter will follow. Cannot come to- day.""","He also wrote to prisoner, who sent a telegram, ""Letter will follow. Cannot come today.""","He wrote to prisoner 9, and sent a telegram, ""Letter will follow. Cannot come to day.""",0.125,0.4
"-Mc Parnol, who appeared for thedefendant,in crosi-examination, elicited from witness that he did not know who stole his papers.","-Mr. Parnell, who appeared for the defendant, in cross-examination, elicited from witness that he did not know who stole his papers.","-McParnol, who appeared for the defendant, in cross-examination, elicited from witness that he did not know who stole his papers.",0.03787878787878788,0.09523809523809523
"I was here in July, and received from the Italian Benevolent society sums of 2s. 6d., 12s., and 4f.","I was here in July, and received from the Italian Benevolent society sums of 2s. 6d., 12s., and 4f.","I was here in July, and received from the Italian Benevolent society sums of 2s. 6d., 12s., and 4s.",0.010101010101010102,0.05263157894736842
"He wrote asking for the tL el bill for the funeral to be sent him, which was done by tb It Charlwood on October 2Dth, and the account amounted ce ae to ;�21 6is .2d.","He wrote asking for the bill for the funeral to be sent him, which was done by Charlwood on October 29th, and the account amounted to £26 11s. 2d.","He wrote asking for the bill for the funeral to be sent him, which was done by Thomas Charlwood on October 2nd, and the account amounted to £21 6s. 2d.",0.08904109589041095,0.13793103448275862
"-A 'deaf an4 dunib hslkesr, named Harris, .was apprebended at Leicester, on.:riday, for shooting his wife in. the head while in bed.","-A deaf and dumb hawker, named Harris, was apprehended at Leicester, on Friday, for shooting his wife in the head while in bed.","-A deaf man, named Harris, was arrested at Leicester, on Friday, for shooting his wife in the head while in bed.",0.14960629921259844,0.17391304347826086
"A great number of respectable ishabitants of the parish of St. James, attended before a full Benech ofmnagistrates, to argtte a questios respecting the right of hacliney- coaches to stand its Piceadilly, from St. Joam-its ehtrch to the Hay- market.","A great number of respectable inhabitants of the parish of St. James, attended before a full Bench of magistrates, to argue a question respecting the right of hackney-coaches to stand in Piccadilly, from St. James's church to the Hay market.","A great number of respectable tenants of the parish of St. James, attended before a full court of magistrates, to answer a question respecting the right of hacliney coaches to stand on Piceadilly, from St. Joam's market to the Hay market.",0.12448132780082988,0.225
"She pli. sobier mrot the child, ,sod said if she would go and take two overeignis to a gerv'nt i os anAddress in an adjoining street s wolp gile tier, on her return, 4d.","The prisoner met the child, and said if she would go and take two sovereigns to a servant at an address in an adjoining street she would give her, on her return, 4d.","She called the child, and said if she would go and take two overeignis to a house in an adjoining street, on her return, 4d.",0.3212121212121212,0.3939393939393939
"-Dr. Deere Fox, of Leeds, at Leeds assizes obtasned a verdict for, 1,0001. for a libel published by the proprietors of a patent medicine.","-Dr. Dacre Fox, of Leeds, at Leeds assizes, obtained a verdict for 1,000l. for a libel published by the proprietors of a patent medicine.","-Dr. Deere Fox, of Leeds, at Leeds assizes, delivered a verdict for 1,000l., for a libel published by the proprietors of a patent medicine.",0.072992700729927,0.125
"The'fes3,,;will not exceed ashihlinga3 le'oto're, with voluntay examin6-: tions, and the termsl, ,will even hbe lobwejr tos,'c~h,,o a governesses.","The fees will not exceed a shilling a lecture, with voluntary examinations, and the terms will even be lower to schools and governesses.","The fees will not exceed £3,000, with voluntay examiners, and the terms, will even be lobbed to a governesses.",0.29411764705882354,0.43478260869565216
The prisotier in the tmos solemn rnanner p otcsti'd his entire ithiorcitec of the ih;arge.,The prisoner in the most solemn manner protested his entire innocence of the charge.,The prisotier in the solemn congregation expressed his entire sympathy of the deceased.,0.44047619047619047,0.42857142857142855
"Directly Mr. Page saw the constable he threw his prisoner down to hile,",Directly Mr. Page saw the constable he threw his prisoner down to him.,Directly Mr. Page saw the constable he threw his prisoner down to him.,0.0,0.0
Mr. Humphreys said he would net trouble the Bench with any remarks.,Mr. Humphreys said he would not trouble the Bench with any remarks.,Mr. Humphreys said he would not trouble the Bench with any remarks.,0.0,0.0
"She then wer t to C, Dyer's Buildings, and saw Adolphe Weiner.","She then went to 6, Dyer's Buildings and saw Adolphe Weinger.","She then went to C, Dyer's Buildings, and saw Adolphe Weiner.",0.04918032786885246,0.2727272727272727
"He then pointed out one of the inspectors appointed by the Fishmongers' company, who, on coming up, stated that he had condemned them at a quarter to 11.","He then pointed out one of the inspectors appointed by the Fishmongers' company, who, on coming up, stated that he had condemned them at a quarter to 11.","He then pointed out one of the inspectors appointed by the Fishmongers' company, who, on coming up, stated that he had condemned them at a quarter to 11.",0.0,0.0
"-August 14, at 32, aker. etreet, Portman-square, the wife of Lieutenast eolonel A. M1atened, lMadras eavalry.","-August 14, at 34, Baker street, Portman-square, the wife of Lieutenant-colonel a Macleod, Madras cavalry.","-August 14, at 32, Akerstreet, Portman-square, the wife of Lieutenast Lieutenant Colonel A. Mottened, of Madrasavalry.",0.27358490566037735,0.6666666666666666
Re-examined by Mr. DI. Williams: Thehast liquid the prisoner gave her had a bitter taste.,Re-examined by Mr. M. Williams: The last liquid the prisoner gave her had a bitter taste.,Re-examined by Mr. DI. Williams: The last liquid the prisoner gave her had a bitter taste.,0.02247191011235955,0.0625
]BRAWLING INT PgtIL'.,BRAWLING IN ST. PAUL'S.,BRAWLING INTENDED PRISON.,0.4782608695652174,0.75
The priaoner wa ordered .4 to be detained during her Majesty'spleasure.,The prisoner was ordered to be detained during her Majesty's pleasure.,The prisoner was ordered to be detained during her Majesty's pleasure.,0.0,0.0
"-On Wednesday, Mary Gennaw, twenty-eight, pinster, woe indicted for having concealed the birth af a child of which she had been delivered.","-On Wednesday, Mary Gennaw, twenty-eight, spinster, was indicted for having concealed the birth of a child of which she had been delivered.","-On Wednesday, Mary Gennaw, twenty-eight, pinster, was indicted for having concealed the birth of a child of which she had been delivered.",0.007194244604316547,0.045454545454545456
"ji Af itbout half-pastix in the evening she was sent on an a errand to the Brockley Jack public house, distant a'out a h iL of ndrad yards froma her home, and on her n , ay t ere eas acoosted at a lonely part of the Brokley. -b road by a wellidreseed young man, who said he had lost nbi purese and would give har twopence If she would help t him to find it.","About half past six in the evening she was sent on an errand to the Brockley Jack public house, distant about a couple of hundred yards from her home, and on her way there was accosted at a lonely part of the Brockley road by a well-dressed young man, who said he had lost his purse and would give her two pence if she would help him to find it.","About half-past five in the evening she was sent on an errand to the Brockley Jack public house, distant a few yards from her home, and on her way there she was accosted at a lonely part of the Brokley-road by a well-dressed young man, who said he had lost his purese and would give her a twopence if she would help him to find it.",0.10144927536231885,0.18571428571428572
"I telegraphed to Ipswich for inquiry to be made as to any sailors having procoeded by the train in question, and if so toascertainif theyhadlostany- thing.","I telegraphed to Ipswich for inquiry to be made as to any sailors having proceeded by the train in question, and if so ascertain if they had lost anything.","I telegraphed to Ipswich for inquiry to be made as to any sailors having been accompanied by the train in question, and if so to ascertain if they had lost anything.",0.1032258064516129,0.10344827586206896
e FA7ATa BPoia LUNDEl,FATAL POLICE BLUNDER.,THE FAVORITE LUNDER.,0.47619047619047616,1.0
"The poor girl had rushed into the room, ex- claiming, ""Master, he has murdered me; I mast die ;"" having repeated which two or three times, she fell down dead.","The poor girl had rushed into the room, exclaiming, ""Master, he has murdered me; I must die;"" having repented which two or three times, she fell down dead.","The poor girl had rushed into the room, claiming, ""Master, he has murdered me; I must die;"" having repeated which two or three times, she fell down dead.",0.01935483870967742,0.07142857142857142
Three years ago deceased retired from the police force on a pension.,Three years ago deceased retired from the police force on a pension.,Three years ago deceased retired from the police force on a pension.,0.0,0.0
There was not any agreement between me and the deceased respecting her having more children.,There was not any agreement between me and the deceased respecting her having more children.,There was not any agreement between me and the deceased respecting her having more children.,0.0,0.0
"The plaintiff was Mies Mary Ridge, otherwise Costin, a single womani of 8, Leighton-road, Kentish Town, and the defen- dant, who is a builder's manager, resides at 107, Crompton-road, Penge.","The plaintiff was Miss Mary Ridge, otherwise Costin, a single woman, of 8, Leighton-road, Kentish Town, and the defendant, who is a builder's manager, resides at 107, Crompton-road, Penge.","The plaintiff was Mary Ridge, otherwise Costin, a single woman of 8, Leighton-road, Kentish Town, and the defendant, who is a builder's manager, resides at 107, Crompton–road, Penge.",0.03723404255319149,0.10344827586206896
"The follow- ine fresh evidence was given:-Sabrina Tompkins said she was a widow, with four children, and got her living by washing and ironing.","The following fresh evidence was given: -Sabrina Tompkins said she was a widow, with four children, and got her living by washing and ironing.","The following fresh evidence was given:-Sabrina Tompkins said she was a widow, with four children, and got her living by washing and ironing.",0.007042253521126761,0.08333333333333333
",The accused was thena remanded onI ; bail,' b'ut- s 'no satisfactory soretias~were forthcomning 1.'liewas 'removed to prison four hours 'l'aiter.,","The accused was then remanded on bail, but as no satisfactory sureties were forthcoming he was removed to prison four hours later.","The accused was then remanded on bail, but no satisfactory conditions were forthcoming, and was remanded to prison four hours' imprisonment.",0.2230769230769231,0.3181818181818182
"Medical assistance was immediately procured, but death ensued in about an hour.,","Medical assistance was immediately procured, but death ensued in about an hour.","Medical assistance was immediately procured, but death ensued in about an hour.",0.0,0.0
"ce: MARnARoET HUNTER, of 153, St. Pancras-road, on threw her baby out of the second floor window, and of then jumped out herself.","MARGARET HUNTER, of 153, St. Pancras-road, threw her baby out of the second floor window, and then jumped out herself.","MARNARET HUNTER, of 153, St. Pancras-road, threw her baby out of the second floor window, and then jumped out herself.",0.00847457627118644,0.05
"-The magistrate advised the man to make his wife-an allowance of 5s. 5per week, and get a separation.","-The magistrate advised the man to make his wife an allowance of 5s. per week, and get a separation.","-The magistrate advised the man to make his wife an allowance of 5s. 5per week, and get a separation.",0.01,0.05263157894736842
"Her mother was for several years housekeeper to Thomas Rudman, at Baoup.","Her mother was for several years housekeeper to Thomas Rudman, at Bacup.","Her mother was for several years housekeeper to Thomas Rudman, at Baoup.",0.013888888888888888,0.08333333333333333
"The prisoner heard the accusation unmoved, and in a callouslone replied, "" I know nothing about her; and I call God to witness that I am innocent. You (addressing the magistrate and police) know as much about the woman as I do.""","The prisoner heard the accusation unmoved, and in a callous tone replied, ""I know nothing about her; and I call God to witness that I am innocent. You (ad dressing the magistrate and police) know as much about the woman as I do.""","The prisoner heard the accusation unmoved, and in a callous tone replied, ""I know nothing about her; and I call God to witness that I am innocent. You (addressing the magistrate and police) know as much about the woman as I do.""",0.004366812227074236,0.046511627906976744
"ROBBERY O0 NEWSPAPERS.,",ROBBERY OF NEWSPAPERS.,ROBBERY OF NEWSPAPERS.,0.0,0.0
He visited the house the following morning and found the deceased lying on the bed totally naked.,He visited the house the following morning and found the deceased lying on the bed totally naked.,He visited the house the following morning and found the deceased lying on the bed totally naked.,0.0,0.0
"Burrow's saidl lie had answered civilly, and remonstrated with the prisoner for speaking to him in that way, when Lindsey struck him a heavy blow in the face, severely blackening one of his eyes.","Burrows said he had answered civilly, and remonstrated with the prisoner for speaking to him in that way, when Lindsey struck him a heavy blow in the face, severely blackening one of his eyes.","Burrow's said he had answered civilly, and remonstrated with the prisoner for speaking to him in that way, when Lindsey struck him a heavy blow in the face, severely blackening one of his eyes.",0.005208333333333333,0.029411764705882353
"At the suggestiond ot he coroner, the jury returned a verdict of suicide, leaving the state of the deeaed's mind an open verdiet.","At the suggestion of the coroner, the jury returned a verdict of suicide, leaving the state of the deceased's mind an open verdict.","At the suggestion of the coroner, the jury returned a verdict of suicide, leaving the state of the deceased's mind an open verdict.",0.0,0.0
Miss Julia Smith i. said that she was clerk in charge at the Pockham branch of the South-EBasteirn district office.,Miss Julia Smith said that she was clerk in charge as the Peckham branch of the South-Eastern district office.,Miss Julia Smith said that she was clerk in charge at the Pockham branch of the South-Easteirn district office.,0.02727272727272727,0.15789473684210525
"The two latter were de- scribed by the police as being notoriously bad characters. and ""pests"" and 'terrors"" to the neighbourhood.","The two latter were described by the police as being notoriously bad characters and ""pests"" and ""terrors"" to the neighbourhood.","The two latter were described by the police as being notoriously bad characters and ""pests"" and ""terrors"" to the neighbourhood.",0.0,0.0
"She changed half-a-crown to pay for it, and she gave him a shilling for him. self.","She changed half-a-crown to pay for it, and she gave him a shilling for himself.","She changed half-a-crown to pay for it, and she gave him a shilling for him.",0.05,0.06666666666666667
SERIOPS INJURY TO A CONSTABLE.,SERIOUS INJURY TO A CONSTABLE.,SERIOPS INJURY TO A CONSTABLE.,0.03333333333333333,0.2
could breathe a doubt as to her truttelb 0De husband.,No one could breathe a doubt as to her truthfulness to her guilty husband.,could breathe a doubt as to her marriage.,0.5135135135135135,0.5
"The om- nibus travelled fast, but did not -jolt about.","The omnibus travelled fast, but did not jolt about.","The omnibus travelled fast, but did not jolt about.",0.0,0.0
"THE COURT.,",THE COURT.,THE COURT.,0.0,0.0
"She, however, found it out afterwards, because the girl's brother ocane round and kicked up a row.","She, however, found it out afterwards, because the girl's brother came round and kicked up a row.","She, however, found it out afterwards, because the girl's brother came round and kicked up a row.",0.0,0.0
THE CLOSING SCENE.,THE CLOSING SCENE.,THE CLOSING SCENE.,0.0,0.0
"They were at thls time in the Ansos-road, TIfnell-parlc-atlonely 1dace-aiid whele they cattle letnr some uniiiiisled hosses knight shosedl her ilto oue of them, in id all the other prisolneis camiie in.","They were at this time in the Anson-road, Tufnell-park–a lonely place–and when they cane near some unfinished houses Knight shoved her into one of them, and all the other prisoners came in.","They were at some time in the Ansos-road, Tilsnell-parlonely, when they cattle let loose some unlicensed horses, and the knight shooed her out of them, and all the other prisoners followed in.",0.3386243386243386,0.53125
"Mr.1 Hosack remarked that the coroner's jury had not the evidence of the deceased before them, or probably the verdict might have been different.","Mr. Hosack remarked that the coroner's jury had not the evidence of the deceased before them, or probably the verdict might have been different.","Mr. Hosack remarked that the coroner's jury had not the evidence of the deceased before them, or probably the verdict might have been different.",0.0,0.0
A WORMNuS MATr.-Can summon to the county court for the 1ii,A WORKING MAN. -Can summon to the county court for the 10l.,A WESTMINSTER MATTER can summon to the county court for the trial.,0.3050847457627119,0.3333333333333333
"* The SaTTLED ESTATES Or rITE EAFL Or KOcIoSmox were put up for public sale on Monday in the incambered estates court, and several of the lots adjourned for waut of adequate biddings.","The SETTLED ESTATES OF THE EARL OF KINGSTON were put up for public sale on Monday in the in- cambered estates court, and several of the lots adjourned for want of adequate biddings.","THE SUTTLED ESTATES OF THE EAFLORENCE, and KO-Smox were put up for public sale on Monday in the incambered estates court, and several of the lots adjourned for waiving of adequate biddings.",0.143646408839779,0.24242424242424243
"-The case, on the part of the prosecution, was that all the accused had conspired together to obtain bv fraud and chicanery property in the metropolis and elsewhere, which was of an eligible character, and could be readily disposed of; and, in point of fact, to deprive the real owners of the property to which they were legally entitled.","–The case, on the part of the prosecution, was that all the accused had conspired together to obtain by fraud and chicanery property in the metropolis and elsewhere, which was of an eligible character, and could be readily disposed of; and, in point of fact, to deprive the real owners of the property to which they were legally entitled.","-The case, on the part of the prosecution, was that all the accused had conspired together to obtain fraud and chicanery property in the metropolis and elsewhere, which was of an eligible character, and could be readily disposed of; and, in point of fact, to deprive the real owners of the property to which they were legally entitled.",0.011834319526627219,0.03389830508474576
"Mli. Anthony Coates, the husband and father re- spectively of the deceased persons, said: On Satur- day last I left home at seven p~m. to go to the City, Itaving my wife and children at homne,","Mr. Anthony Coates, the husband and father respectively of the deceased persons, said: On Saturday last I left home at seven p.m. to go to the City, leaving my wife and children at home.","Mr. Anthony Coates, the husband and father of the deceased persons, said: On Saturday last I left home at seven p.m. to go to the City, leaving my wife and children at home.",0.06989247311827956,0.029411764705882353
"Being asked by the President, at the desire of the prisoner, if lie ivere not his enemy, lie turned towards Ni- colai, and, nsith the ulost impassioned gestures and tone of voice, ttus addressed him, "" 0, Marsilius, you say I am11 youre enemy, but ale you not Mlarsilius Es it not to you aud )our brothers that we owe all our misfortunes ? l3ave you not ravaged our fields, tooted up our olive- trees, killed our cattle, besiegefd our houses, and ruined our faniilies ? Is it not to you that I owe the death of . brother, a brothler-in,litv, two nephews, and a seto DI, you not knowv Ste ?-look me full in the facel I ""now you well uim are Marsilius !""","Being asked by the President, at the desire of the prisoner, if he were not his enemy, he turned towards Nicolai, and, with the most impassioned gestures and tone of voice, thus addressed him, ""O, Marsilius, you say I am your enemy, but are you not Marsilius? Is it not to you and your brothers that we owe all our misfortunes? Have you not ravaged our fields, rooted up our olive trees, killed our cattle, besieged our houses, and ruined our families? Is it not to you that I owe the death of a brother, a brother-in-law, two nephews, and a son? Do, you not know me? -look me full in the face? I know you well, you are Marsilius!""","Being asked by the President, at the desire of the prisoner, if you are not his enemy, he turned towards him, and, with the most impassioned gestures and tone of voice, addressed him, ""Sir, Marsilius, you say I am your enemy, but are you not M'Larsilius?"" Is it not to you and our brothers that we owe all our misfortunes? Have you not ravaged our fields, tooted up our olive trees, killed our cattle, besiege our houses, and ruined our families? Is it NOT to you that I owe the death of my brother, a brothler-in-law, two nephews, and a seto DI, you not know me? -look me full in the face, ""now you well are Marsilus!""",0.07131537242472266,0.16666666666666666
He askedmne to take charge of thenfor aday ortwo. as they were sold under seal. I placed them in a drawer set apart for precious stones.,"He asked me to take charge of them for a day or two as they were sold under seal, I placed them in a drawer set apart for precious stones.",He asked me to take charge of them for a day or two as they were sold under seal. I placed them in a drawer set apart for precious stones.,0.007246376811594203,0.03333333333333333
"-Mr. ,iheil said he thought it was unnecessary to go fnlrfer.",-Mr. Sheil said he thought it was unnecessary to go further.,-Mr. Heil said he thought it was unnecessary to go forth.,0.08333333333333333,0.18181818181818182
THE BITER BIT-SINGULAR CASE.,THE BITER BIT-SINGULAR CASE.,THE BITER BIT-SINGULAR CASE.,0.0,0.0
"Lp worth, who had been seen in -the neigbbour- hood', but not with the children, was .;apprehended, at five o'alook on Tuesday morning at South Cerney, near Cirencester, a considerable distapce from the scene of the murder.","Lapworth, who had been seen in the neighbourhood, but not with the children, was apprehended at five o'clock on Tuesday morning at South Carney, near Cirencester, a considerable distance from the scene of the murder.","Mr. Price, who had been seen in the neighbourhood, but not with the children, was apprehended, at five o'clock on Tuesday morning at South Cerney, near Cirencester, a considerable distance from the scene of the murder.",0.046296296296296294,0.11428571428571428
"k Wa n h eat . I eiturd onthO,",DOMESTIC TRAGEDY AT BATTERSEA.,He did not eat.,0.9,1.0
"Lord john Maaner and the Bight Honourable Benjamin Disraeli also arrived at the castle, and dined with her Majesty.","Lord John Manners and the Right Honourable Benjamin Disraeli also arrived at the castle, and dined with her Majesty.","Lord John Maaner and the Honourable Benjamin Disraeli also arrived at the castle, and dined with her Majesty.",0.06896551724137931,0.10526315789473684
"-Noblo, the 1- driver of the goods train, wos examined, and said he was on the up line nine or ten dfinutes before the special came up.","-Noble, the driver of the goods train, was examined, and said he was on the up line nine or ten minutes before the special came up.","-Noble, the driver of the goods train, was examined, and said he was on the up line nine or ten minutes before the special came up.",0.0,0.0
"The prose- cutor, who is a farmer, stated that on returning from Abingdon on the nightin question, about a quarter before nine, he passed the prisoner.","The prosecutor, who is a farmer, stated that on returning from Abingdon on the night in question, about a quarter before nine, he passed the prisoner.","The prosecutor, who is a farmer, stated that on returning from Abingdon on the night in question, about a quarter before nine, he passed the prisoner.",0.0,0.0
"-Con- atable'258 J said at. two o'clock that morningthe found the male prisoner, and Constable 'l'allett 'struggling on - the ground.",-Constable 258 J said at two o'clock that morning he found the male prisoner and Constable Mallett struggling on the ground.,"-Constable J said at two o'clock that morning he found the male prisoner, and Constable Lallett struggling on the ground.",0.04838709677419355,0.14285714285714285
The burglar began by striking his Captor; bout the head.,The burglar began by striking his captor about the head.,The burglar began by striking his Captor bout the head.,0.03571428571428571,0.2
Mr. D'Eyncourt said he had s little doubt that the prisoner was drunk.,Mr. D'Eyncourt said he had little doubt that the prisoner was drunk.,Mr. D'Eyncourt said he had little doubt that the prisoner was drunk.,0.0,0.0
"Mr. Rose: Thirty-five shillings a week,",Mr. Rose: Thirty-five shillings a week.,Mr. Rose: Thirty-five shillings a week.,0.0,0.0
"FTors the evidence of tile mother, it appeared that the boy went to school o0t itse Wednesday afternoon at two o'clock quite well, but on returning at four o'clock he was very ill, and said "" a big boy had kicked him in the stomach.""","From the evidence of the mother, it appeared that the boy went to school on the Wednesday afternoon at two o'clock quite well, but on returning at four o'clock he was very ill, and said ""a big boy had kicked him in the stomach.""","From the evidence of the mother, it appeared that the boy went to school on Wednesday afternoon at two o'clock quite well, but on returning at four o' clock he was very ill, and said ""a big boy had kicked him in the stomach.""",0.021929824561403508,0.06818181818181818
AN UNDERGRADUATE DROWPED.,AN UNDERGRADUATE DROWNED.,AN UNDERGRADUATE DROWPED.,0.04,0.3333333333333333
"From the evidence it appeared that on the day in question the prisoner Giles had a slight dis- agreement with the deceased, Charles Gilliam, who would settle it in no other way except by a fight, which it was agreed should take place at their dinner hour.","From the evidence it appeared that on the day in question the prisoner Giles had a slight disagreement with the deceased, Charles Gilham, who would settle it in no other way except by a fight, which it was agreed should take place at their dinner hour.","From the evidence it appeared that on the day in question the prisoner Giles had a slight disagreement with the deceased, Charles Gilliam, who would settle it in no other way except by a fight, which it was agreed should take place at their dinner hour.",0.007936507936507936,0.021739130434782608
Police.constsbleLongnman deposed to prisoner acting so violently on the way to the station as to break his finger.,Police-constable Longman deposed to prisoner acting so violently on the way to the station as to break his finger.,Police-constables Longnman deposed to prisoner acting so violently on the way to the station as to break his finger.,0.017543859649122806,0.10526315789473684
Mr. Jouess .then said that he became soquajuted with Miss Banister Lthrough his being emnployed on the same' newspaper.,Mr. Jones then said that he become acquainted with Miss Banister through his being employed on the same newspaper.,Mr. Jouess then said that he became acquainted with Miss Banister through his being employed on the same newspaper.,0.02631578947368421,0.10526315789473684
"The coroner, ir summing up, read two letters wvritheti by Osborne, app:arently just before the deed was committed.","The coroner, in summing up, read two letters written by Osborne, apparently just before the deed was committed.","The coroner, summing up, read two letters written by Osborne, apparently just before the deed was committed.",0.02702702702702703,0.05555555555555555
CASE Or MANSLAUGHsTER.,CASE OF MANSLAUGHTER.,CASE OR MANSLAUGHTER.,0.047619047619047616,0.3333333333333333
"The only desoription which the girl can give of her assailant is that he eeemed to be about tweuty-four years of are, t and was very well dressed in a dark coat and lightigh. trousere.","The only description which the girl can give of her assailant is that he seemed to be about twenty-four years of age, and was very well dressed in a dark coat and lightish trousers.","The only description which the girl can give of her assailant is that he seemed to be about thirty-four years of age, and was very well dressed in a dark coat and light trousere.",0.03867403314917127,0.08823529411764706
"I will not take a penny of it, and ail I want is justice.","I will not take a penny of it, and all I want is justice.","I will not take a penny of it, and all I want is justice.",0.0,0.0
He had made an ca examination of thirty-five articles found in the pri- soner's rooms.,He had made an examination of thirty-five articles found in the prisoner's rooms.,He had made an examination of thirty-five articles found in the prisoner's rooms.,0.0,0.0
Death wvas instantaneous-,Death was instantaneous.,Death was instantaneous.,0.0,0.0
"He'""is'aid' to have'left a hundred Y|and ifif-y thousand pounds iA cash.,",He is said to have left a hundred and fifty thousand pounds in cash.,He is said to have left a hundred and fifty thousand pounds in cash.,0.0,0.0
"A policeman then arrived and went into the bedroom, anld Mr. Carmoodie asked the constable to put the prisoner out of the place.","A policeman then arrived and went into the bedroom, and Mr. Carmoodie asked the constable to put the prisoner out of the place.","A policeman then arrived and went into the bedroom, and Mr. Carmoodie asked the constable to put the prisoner out of the place.",0.0,0.0
DESPERATZ FIGHT WITH BURGLARS,DESPERATE FIGHT WITH BURGLARS,DESPERATIZATION FIGHT WITH BURGLARS,0.2413793103448276,0.25
"r M'Carthy and other men rushed up and caught hold of , him,",M'Carthy and other men rushed up and caught hold of him.,M'Carthy and other men rushed up and caught hold of him.,0.0,0.0
"After some ,time the jury gave in a verdict of ""Not guilty.""","After sometime the jury gave in a verdict of ""Not guilty.""","After some time the jury gave in a verdict of ""Not guilty.""",0.017241379310344827,0.18181818181818182
"Two hours after admission, Dr. Bailey, the physician, gave a certificate that he was in the last degree of de-' bility, is'fftrsng from int6rnal'scrofulous disease, and the deceased /was immediately takien to the infirma'ryI","Two hours after admission, Dr. Bailey, the physician, gave a certificate that he was in the last degree of debility, suffering from internal scrofulous disease, and the deceased was immediately taken to the infirmary.","Two hours after admission, Dr. Bailey, the physician, gave a certificate that he was in the last degree of health, suffering from ulcerative colitis, and the deceased was immediately taken to the infirmary.",0.11981566820276497,0.11764705882352941
There were some very extroordiescry ercuemotaneca in oeeoexioea with the imurder of the nnfortnuate policeman that will he interestinL to be made pubtic.,There were some very extraordinary circumstances in connexion with the murder of the unfortunate policeman that will be interesting to be made public.,There were some very extroordications in relation with the murder of the constable policeman that will he interest to be made public.,0.22666666666666666,0.2608695652173913
"The assistant-judge said this was a most audacious -robbery, and any little sympathy they entertained for Slack, on account of his youth. was done away with by his getting into the box and swearing deliberately to that which be knew tobe false.","The assistant-judge said this was a most audacious robbery, and any little sympathy they entertained for Slack, on account of his youth, was done away with by his getting into the box and swearing deliberately to that which he knew to be false.","The assistant-judge said this was a most audacious robbery, and any little sympathy they entertained for Slack, on account of his youth, was done away with by his getting into the box and swearing deliberately to that which he knew to be false.",0.0,0.0
COURT Or BANKRUPTCY.,COURT OF BANKRUPTCY.,COURT OR BANKRUPTCY.,0.05,0.3333333333333333
There never w/as a case worse conducted.,There never was a case worse conducted.,There never was a case worse conducted.,0.0,0.0
"They were most cruel to the children ; five days after my arrival I saw Mrs. Phelan put the younger boy into the bath by the hair of his head, and take him oub by his hair.","They were most cruel to the children; five days after my arrival I saw Mrs. Phelan put the younger boy into the bath by the hair of his head, and take him out by his hair.","They were most cruel to the children; five days after my arrival I saw Mrs. Phelan put the younger boy into the bath by the hair of his head, and take him out by his hair.",0.0,0.0
"De-eased's widow stated that she and her husband were in the Sussex Armns when McCall spoke offensively-to her, and her husband resented i, on which McC1ll struck him, and be fell back.","Deceased's widow stated that she and her husband were in the Sussex Arms when McCall spoke offensively to her, and her husband resented it, on which McCall struck him, and he fell back.","Deceased's widow stated that she and her husband were in the Sussex Armns when McCall spoke offensively to her, and Her husband resented the attack, on which McCall struck him, and fell back.",0.07567567567567568,0.15151515151515152
"The exploded boiler was raised on Thursday morn. ing, and the wreck of the vessel has been lifted, ast got in shore on the mud.","The exploded boiler was raised on Thursday morning, and the wreck of the vessel has been lifted, and got in shore on the mud.","The exploded boiler was raised on Thursday morning, and the wreck of the vessel has been lifted, and got in shore on the mud.",0.0,0.0
"The result of these inquiries has induced Lord Palmerston to authorize two physicians of eminence, and experienced in cases of lunacy, to proceed to Springfield Gaol, and yesterday they, ar- rived,, and made a minute examination of the state of the prisoner's mind, but, of course, their opinions were not publicly expressed.","The result of these inquiries has induced Lord Palmerston to authorize two physicians of eminence, and experienced in cases of lunacy, to proceed to Springfield Gaol, and yesterday they arrived, and made a minute examination of the state of the prisoner's mind, but, of course, their opinions were not publicly expressed.","The result of these inquiries has induced Lord Palmerston to authorize two physicians of eminence, and experienced in cases of lunacy, to proceed to Springfield Gaol, and yesterday they attended, and made a minute examination of the state of the prisoner's mind, but, of course, their opinions were not publicly expressed.",0.01557632398753894,0.0196078431372549
"The dlefendant was in a* very delicate stats -of health, and he -had already- been in prisen some weeks.","The defendant was in a very delicate state of health, and he had already been in prison some weeks.","The defendant was in a very delicate state of health, and he had already been in hospital some weeks.",0.0707070707070707,0.05263157894736842
"The horses were discovered at plough' with old' bad wounds on their'shoulders, in a state of great suffer- ing and utterly unfit for work.","The horses were discovered at plough with old bad wounds on their shoulders, in a state of great suffering and utterly unfit for work.","The horses were discovered at plough with old bad wounds on their shoulders, in a state of great suffering and utterly unfit for work.",0.0,0.0
"He also stated that his wife had visited Hartlepool, and that his brother had taken liberties with her while there.","He also stated that his wife had visited Hartlepool, and that his brother had taken liberties with her while there.","He also stated that his wife had visited Hartlepool, and that his brother had taken liberties with her while there.",0.0,0.0
